Na averaging 8
Integration time [ms]: 300,000
Averaging Nr. [scans]: 8
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804350U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
390,666;   93,352;  -86,188;    0,000
390,832;   62,385; -147,154;    0,000
390,997;   99,674;  -81,093;    0,000
391,162;  264,753;   42,834;    0,000
391,327;   25,228; -210,127;    0,000
391,492;  100,031;  -59,162;    0,000
391,657;   69,374;    0,865;    0,000
391,822;  -24,240; -193,139;    0,000
391,987;   61,517; -102,187;    0,000
392,152;   65,874; -105,135;    0,000
392,317;  275,385;   52,861;    0,000
392,482;  132,820;   27,839;    0,000
392,647;   72,503;  -26,136;    0,000
392,812;  142,888;    8,815;    0,000
392,977;  209,081;   47,805;    0,000
393,142;   77,935;  -96,082;    0,000
393,307;  148,231;   74,856;    0,000
393,472;   18,757; -205,063;    0,000
393,637;   29,585; -181,076;    0,000
393,802;   77,970;  -74,215;    0,000
393,967;  129,125;    2,925;    0,000
394,132;  273,285;   68,852;    0,000
394,296;  338,149;  123,886;    0,000
394,461;  241,760;   46,861;    0,000
394,626;  245,492;  -86,178;    0,000
394,791;  627,367;  104,807;    0,000
394,956; 1020,221;  292,890;    0,000
395,121;  457,710;    9,879;    0,000
395,286;   84,206; -104,240;    0,000
395,451;  193,814;   60,902;    0,000
395,616;  260,399;  112,886;    0,000
395,781;  199,124;   13,880;    0,000
395,945;  158,524;  -64,204;    0,000
396,110;  151,471;   -6,110;    0,000
396,275;  146,042;  -33,091;    0,000
396,440;  220,578;   51,912;    0,000
396,605;  145,753;  -54,151;    0,000
396,770;  106,892;   89,813;    0,000
396,935;  210,656;  -40,162;    0,000
397,099;    8,056;  -61,141;    0,000
397,264;  114,457;   -7,075;    0,000
397,429;  -49,401; -171,096;    0,000
397,594;   33,225; -122,081;    0,000
397,759;  302,332;   53,955;    0,000
397,923;   94,756;  -72,168;    0,000
398,088;   13,431;  -84,276;    0,000
398,253;  328,678;  100,891;    0,000
398,418;  125,299;   16,847;    0,000
