Kadmium omättad(mättad) It 30,000 average: 300
Integration time [ms]:  30,000
Averaging Nr. [scans]: 300
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804343U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
322,663;   19,893;   10,910;    0,000
322,681;    6,253;  -10,233;    0,000
322,700;   34,630;   21,323;    0,000
322,719;    7,557;   -8,433;    0,000
322,737;   22,460;    9,007;    0,000
322,756;   17,510;    1,007;    0,000
322,775;   14,050;   -6,640;    0,000
322,793;    6,380;   -9,800;    0,000
322,812;   21,760;    7,297;    0,000
322,831;   18,020;   -4,213;    0,000
322,849;   27,763;    9,940;    0,000
322,868;   28,810;   -2,453;    0,000
322,886;   30,873;   11,033;    0,000
322,905;   32,107;   12,107;    0,000
322,924;   20,533;    2,503;    0,000
322,942;    7,330;  -12,007;    0,000
322,961;   41,650;   18,873;    0,000
322,979;   31,947;   12,050;    0,000
322,998;   17,237;   -3,860;    0,000
323,017;   12,197;   -8,267;    0,000
323,035;   12,937;   -5,440;    0,000
323,054;   20,823;    2,780;    0,000
323,072;   27,980;    8,297;    0,000
323,091;   21,243;   -4,593;    0,000
323,110;   32,210;    4,050;    0,000
323,128;   45,520;   13,587;    0,000
323,147;   43,170;    7,557;    0,000
323,165;   45,277;    8,153;    0,000
323,184;   67,003;   31,337;    0,000
323,202;   37,057;   -0,077;    0,000
323,221;   29,033;    7,993;    0,000
323,240;   22,827;   -5,963;    0,000
323,258;   64,227;   28,250;    0,000
323,277;   24,573;  -12,367;    0,000
323,295;   51,710;   19,503;    0,000
323,314;   39,767;    1,957;    0,000
323,332;   30,227;   -1,027;    0,000
323,351;   32,947;   -9,710;    0,000
323,369;   46,060;    9,370;    0,000
323,388;   25,377;  -13,757;    0,000
323,407;   55,603;   18,343;    0,000
323,425;   34,950;   -5,157;    0,000
323,444;   47,627;   11,633;    0,000
323,462;   42,590;    1,930;    0,000
323,481;   49,307;   11,927;    0,000
323,499;   55,043;   13,590;    0,000
323,518;   38,617;   -1,067;    0,000
323,536;   63,890;   17,087;    0,000
323,555;   49,797;    7,787;    0,000
323,573;   40,150;   -9,820;    0,000
323,592;   54,407;   10,080;    0,000
323,610;   37,537;  -13,563;    0,000
323,629;   61,133;   18,117;    0,000
323,647;   31,740;  -11,017;    0,000
323,666;   46,020;    6,037;    0,000
323,684;   40,683;  -11,883;    0,000
323,703;   55,267;    9,903;    0,000
323,721;   45,983;   -5,790;    0,000
323,740;   83,357;   31,863;    0,000
323,758;   88,013;   30,943;    0,000
323,777;   65,103;    7,210;    0,000
323,795;   57,233;   -5,693;    0,000
323,814;   78,880;   16,883;    0,000
323,832;   66,400;   -4,337;    0,000
323,851;   82,853;   12,433;    0,000
323,869;   64,730;    0,183;    0,000
323,888;   79,287;   15,253;    0,000
323,906;   60,907;   -3,187;    0,000
323,925;   85,537;   22,667;    0,000
323,943;   68,540;   -1,803;    0,000
323,962;   86,823;   17,687;    0,000
323,980;   70,743;   -4,157;    0,000
323,999;   69,380;   -2,290;    0,000
324,017;   82,897;   -3,927;    0,000
324,036;   86,307;    5,453;    0,000
324,054;   81,210;   -5,307;    0,000
324,073;  113,207;   29,950;    0,000
324,091;   91,767;  -13,270;    0,000
324,109;  102,583;    1,797;    0,000
324,128;   96,040;   -6,497;    0,000
324,146;  117,757;   25,737;    0,000
324,165;   83,763;  -11,483;    0,000
324,183;  103,203;    9,750;    0,000
324,202;  118,140;    2,193;    0,000
324,220;  119,263;   -2,957;    0,000
324,239;  125,513;  -13,877;    0,000
324,257;  151,630;    5,890;    0,000
324,275;  197,453;   -5,790;    0,000
324,294;  184,843;  -10,560;    0,000
324,312;  166,963;    2,310;    0,000
324,331;  160,570;   -0,033;    0,000
324,349;  140,023;   -6,573;    0,000
324,368;  138,420;    2,197;    0,000
324,386;  136,910;   -7,260;    0,000
324,404;  181,510;   14,870;    0,000
324,423;  178,463;   -1,103;    0,000
324,441;  181,220;   19,927;    0,000
324,460;  164,027;   -4,107;    0,000
324,478;  166,127;    4,947;    0,000
324,496;  192,430;   20,720;    0,000
324,515;  159,923;    3,933;    0,000
324,533;  160,243;  -10,297;    0,000
324,552;  242,007;   32,477;    0,000
324,570;  224,417;   -4,223;    0,000
324,588;  268,247;   35,837;    0,000
324,607;  278,940;   -0,853;    0,000
324,625;  303,597;    0,010;    0,000
324,644;  327,347;    7,603;    0,000
324,662;  305,193;   18,927;    0,000
324,680;  274,753;   -9,363;    0,000
